Company,Site,Facility,State,Area,Date,TimeUTC,Rocket,Mission,RocketStatus,Price,MissionStatus
VKS RF,Site 32/1,Plesetsk Cosmodrome,,Russia,1/25/1994,0:25:00,Tsyklon-3,Meteor-3 n­6 & Tubsat-B,0,,1
Martin Marietta,SLC-4W,Vandenberg AFB,California,USA,1/25/1994,16:34:00,Titan II(23)G,Clementine,0,35,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,2/3/1994,12:10:00,Space Shuttle Discovery,STS-60,0,450,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,2/3/1994,22:20:00,H-II,Ryusei & Myojo,0,,1
Martin Marietta,SLC-40,Cape Canaveral AFS,Florida,USA,2/7/1994,21:47:00,Titan IV(401)A,Milstar DFS-1,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,2/8/1994,8:34:00,Long March 3A,"Shijian 4, Kuafu-1 (mass simulator)",1,69.7,1
VKS RF,Site 32/1,Plesetsk Cosmodrome,,Russia,2/12/1994,8:54:00,Tsyklon-3,Cosmos 2268 to 2273,0,,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,3/2/1994,3:25:00,Tsyklon-3,Koronas I,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,3/4/1994,13:53:00,Space Shuttle Columbia,STS-62,0,450,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,3/10/1994,3:40:00,Delta II 7925,USA-100 (GPS IIA-15)/SEDS-2,0,,1
Northrop,SLC-576E,Vandenberg AFB,California,USA,3/13/1994,22:32:00,Minotaur C (Taurus),STEP Mission 0 & DARPASAT,1,45,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,3/19/1994,23:45:00,Delta II 7925-8,Galaxy 1R,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,4/9/1994,11:05:00,Space Shuttle Endeavour,STS-59,0,450,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,4/13/1994,6:04:00,Atlas I,GOES-I,0,,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,4/23/1994,8:01:00,Zenit-2,Cosmos 2278,0,,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,4/26/1994,2:14:00,Cosmos-3M (11K65M),Cosmos 2279,0,,1
Martin Marietta,SLC-41,Cape Canaveral AFS,Florida,USA,5/3/1994,15:55:00,Titan IV(401)A,Trumpet,0,,1
ISRO,SLV LP,Satish Dhawan Space Centre,,India,5/4/1994,0:00:00,ASLV,SROSS C2,0,,1
Northrop,NB-52B Carrier,Edwards AFB,California,USA,5/19/1994,17:03:00,Pegasus/HAPS,STEP-2,0,40,3
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,5/25/1994,10:14:00,Tsyklon-3,Cosmos 2281,0,,2
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,6/17/1994,7:07:00,Ariane 44LP,"Intelsat 702, STRV 1A & 1B",0,,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,6/24/1994,13:50:00,Atlas I,UHF F3,0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,6/27/1994,21:15:00,Pegasus XL,STEP-1,1,40,2
CASC,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China,7/3/1994,8:00:00,Long March 2D,FSW-2 No.2,1,29.75,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,7/8/1994,4:43:00,Space Shuttle Columbia,STS-65,0,450,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,7/8/1994,23:05:00,Ariane 44L,"Panamsat-2, Yuri-3N",0,,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,7/14/1994,5:13:00,Cosmos-3M (11K65M),Nadiezhda n­7,0,,1
CASC,LC-3,Xichang Satellite Launch Center,,China,7/21/1994,10:55:00,Long March 3,Apstar-1,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,8/2/1994,,Cosmos-3M (11K65M),Cosmos 2285,0,,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,8/3/1994,23:57:00,Atlas IIA,DBS-2,0,,1
VKS RF,Site 16/2,Plesetsk Cosmodrome,,Russia,8/5/1994,1:12:00,Molniya-M /Block 2BL,Cosmos 2286,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,8/10/1994,23:05:00,Ariane 44LP,"Brasilsat B1, Turksat 1B",0,,1
VKS RF,Site 43/4,Plesetsk Cosmodrome,,Russia,8/23/1994,14:31:00,Molniya-M /Block ML,Molniya-3 n­161,0,,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,8/26/1994,12:00:00,Zenit-2,Cosmos 2290,0,,1
Martin Marietta,SLC-41,Cape Canaveral AFS,Florida,USA,8/27/1994,8:58:00,Titan IV(401)A,Mercury,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,8/27/1994,23:10:00,Long March 2E,Optus-B3,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,8/28/1994,7:50:00,H-II,Kiku 6,0,,1
General Dynamics,SLC-3W,Vandenberg AFB,California,USA,8/29/1994,17:38:00,Atlas-E/F Star-37S-ISS,DMSP F-12,0,,1
Northrop,NB-52B Carrier,Edwards AFB,California,USA,9/3/1994,14:38:00,Pegasus,APEX,0,40,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,9/9/1994,0:29:00,Ariane 42L,Telstar 402,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,9/9/1994,22:22:00,Space Shuttle Discovery,STS-64,0,450,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,9/27/1994,14:00:00,Cosmos-3M (11K65M),Cosmos 2292,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,9/30/1994,11:16:00,Space Shuttle Endeavour,STS-68,0,450,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,10/6/1994,6:35:00,Atlas IIAS,Intelsat 703,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,10/8/1994,1:07:00,Ariane 44L,"Solidaridad-2, Thaicom-2",0,,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,10/11/1994,14:30:00,Tsyklon-3,Okean 4,0,,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,10/15/1994,5:05:00,PSLV-G,IRS-P2,0,25,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,11/1/1994,0:37:00,Ariane 42P,Astra 1D,0,,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,11/1/1994,9:31:00,Delta II 7925-10,Wind,0,,1
VKS RF,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,11/2/1994,1:04:00,Tsyklon-2,Cosmos 2293,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,11/3/1994,16:59:00,Space Shuttle Atlantis,STS-66,0,450,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,11/4/1994,5:47:00,Zenit-2,Resurs-O1 n­3,0,,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,11/24/1994,9:15:00,Zenit-2,Cosmos 2297,0,,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,11/29/1994,2:54:00,Tsyklon-3,Geo-IK 1,0,,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,11/29/1994,10:21:00,Atlas IIA,Orion 1,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,11/29/1994,17:02:00,Long March 3A,Chinasat-5,1,69.7,3
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,12/1/1994,22:57:00,Ariane 42P,Panamsat-3,0,,2
VKS RF,Site 43/4,Plesetsk Cosmodrome,,Russia,12/14/1994,14:21:00,Molniya-M /Block ML,Molniya-1T n­162,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,12/20/1994,5:10:00,Cosmos-3M (11K65M),Cosmos 2298,0,,1
Martin Marietta,SLC-40,Cape Canaveral AFS,Florida,USA,12/22/1994,22:19:00,Titan IV(402)A,DSP,0,,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,12/26/1994,22:26:00,Tsyklon-3,Cosmos 2299 to 2304,0,,1
VKS RF,Site 175/58,Baikonur Cosmodrome,,Kazakhstan,12/26/1994,,Rokot/Briz K,Radio-ROSTO,0,,1
General Dynamics,SLC-3W,Vandenberg AFB,California,USA,12/30/1994,10:02:00,Atlas-E/F Star-37S-ISS,NOAA-J,0,,1
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,1/10/1995,6:18:00,Atlas IIAS,Intelsat 704,0,,1
ISAS,Mu Pad,Uchinoura Space Center,,Japan,1/15/1995,13:45:00,Mu-III S2,EXPRESS,0,,3
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,1/24/1995,3:54:00,Cosmos-3M (11K65M),"Tsikada 1, Faisat 1 & Astrid 1",0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,1/25/1995,22:40:00,Long March 2E,Apstar 2,0,,2
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,1/29/1995,1:25:00,Atlas II,USA-108 (UHF F4),0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,2/3/1995,5:22:00,Space Shuttle Discovery,STS-63,0,450,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,3/2/1995,6:38:00,Space Shuttle Endeavour,STS-67,0,450,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,3/2/1995,13:00:00,Cosmos-3M (11K65M),Cosmos 2306,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,3/18/1995,8:01:00,H-II,Himawari 5 & SFU 1,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,3/22/1995,4:09:00,Cosmos-3M (11K65M),Cosmos 2310,0,,1
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,3/22/1995,6:18:00,Atlas IIAS,Intelsat 705,0,,1
General Dynamics,SLC-3W,Vandenberg AFB,California,USA,3/24/1995,14:05:00,Atlas-E/F Star-37S-ISS,DMSP F-13,0,,1
MITT,Site 158,Plesetsk Cosmodrome,,Russia,3/28/1995,10:00:00,Start,"EKA-2, Gurwin & UNAMSAT A",0,,2
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,3/28/1995,11:19:00,Ariane 44LP,"Brasilsat B2, Hot Bird 1",0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,4/3/1995,13:48:00,Pegasus,Orbcomm F1 and F2 & OrbView-1,0,40,1
IAI,Pad 1,Palmachim Airbase,,Israel,4/5/1995,,Shavit,Ofek-3,0,,1
ILS,SLC-36A,Cape Canaveral AFS,Florida,USA,4/7/1995,23:47:00,Atlas IIA,AMSC-1,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,4/21/1995,1:44:00,Ariane 40,ERS-2,0,,1
Lockheed,SLC-40,Cape Canaveral AFS,Florida,USA,5/14/1995,13:45:00,Titan IV(401)A,Mentor,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,5/17/1995,6:34:00,Ariane 44LP,Intelsat 706,0,,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,5/23/1995,5:52:00,Atlas I,GOES-J,0,,1
VKS RF,Site 16/2,Plesetsk Cosmodrome,,Russia,5/24/1995,20:10:00,Molniya-M /Block 2BL,Cosmos 2312,0,,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,5/31/1995,15:27:00,Atlas II,USA-111 (UHF F5),0,,1
VKS RF,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,6/8/1995,4:43:00,Tsyklon-2,Cosmos 2313,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,6/10/1995,0:24:00,Ariane 42P,DBS-3,0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,6/22/1995,19:58:00,Pegasus XL,STEP-3,1,40,2
NASA,LC-39A,Kennedy Space Center,Florida,USA,6/27/1995,19:32:00,Space Shuttle Atlantis,STS-71,0,450,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,7/5/1995,3:09:00,Cosmos-3M (11K65M),Cosmos 2315,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,7/7/1995,16:23:00,Ariane 40,"Helios 1A, Cerise, LBSAT-1",0,,1
Lockheed,SLC-41,Cape Canaveral AFS,Florida,USA,7/10/1995,12:38:00,Titan IV(401)A,Trumpet,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,7/13/1995,13:41:00,Space Shuttle Discovery,STS-70,0,450,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,7/31/1995,23:30:00,Atlas IIA,USA-113 (DSCS IIIB-7),0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,8/2/1995,23:59:00,Molniya-M /Block SO-L,Interbol 1 & Magion 4,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,8/3/1995,22:58:00,Ariane 42L,Panamsat-4,0,,1
VKS RF,Site 43/3,Plesetsk Cosmodrome,,Russia,8/9/1995,1:21:00,Molniya-M /Block ML,Molniya-3 n­163,0,,1
Lockheed,SLC-6,Vandenberg AFB,California,USA,8/15/1995,22:30:00,Athena I,GemStar 1,0,,2
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,8/29/1995,0:53:00,Atlas IIAS,JCSAT-3,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,8/29/1995,6:41:00,Ariane 42P,N-Star A,0,,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,8/31/1995,6:50:00,Tsyklon-3,Sich 1 & FASat Alfa,0,,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,9/5/1995,11:10:00,Delta II 7925,Koreasat 1,0,,3
NASA,LC-39A,Kennedy Space Center,Florida,USA,9/7/1995,15:09:00,Space Shuttle Endeavour,STS-69,0,450,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,9/24/1995,0:06:00,Ariane 42L,Telstar 402R,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,10/6/1995,3:23:00,Cosmos-3M (11K65M),Cosmos 2321,0,,3
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,10/19/1995,0:28:00,Ariane 42L,Astra 1E,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,10/20/1995,13:53:00,Space Shuttle Columbia,STS-73,0,450,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,10/22/1995,8:00:00,Atlas II,USA-114 (UHF F6),0,,1
EER,LP-0A,Wallops Flight Facility,Virginia,USA,10/23/1995,22:03:00,Conestoga-1620,METEOR,0,20,2
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,10/31/1995,20:19:00,Zenit-2,Cosmos 2322,0,,1
Boeing,SLC-2W,Vandenberg AFB,California,USA,11/4/1995,14:22:00,Delta II 7920-10,RADARSAT-1 and SURFSAT,0,,1
Lockheed,SLC-40,Cape Canaveral AFS,Florida,USA,11/6/1995,5:15:00,Titan IV(401)A,Milstar DFS-2,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,11/12/1995,12:30:00,Space Shuttle Atlantis,STS-74,0,450,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,11/17/1995,1:20:00,Ariane 44P,Infrared Space Observatory,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,11/28/1995,11:30:00,Long March 2E,AsiaSat 2,0,,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,12/2/1995,8:08:00,Atlas IIAS,SOHO,0,,1
Lockheed,SLC-4E,Vandenberg AFB,California,USA,12/5/1995,21:18:00,Titan IV(404)A,KH-11 Kennen,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,12/6/1995,23:23:00,Ariane 44L,"Telecom 2C, Insat 2C",0,,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,12/15/1995,0:23:00,Atlas IIA,Galaxy 3R,0,,1
VKS RF,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,12/20/1995,0:52:00,Tsyklon-2,Cosmos 2326,0,,1
VKS RF,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,12/28/1995,6:45:00,Molniya-M /Block 2BL,IRS-1C & Skipper,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,12/28/1995,11:50:00,Long March 2E,EchoStar 1,0,,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,12/30/1995,13:48:00,Delta II 7920-10,XTE,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,1/11/1996,9:41:00,Space Shuttle Endeavour,STS-72,0,450,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,1/12/1996,23:10:00,Ariane 44L,"Panamsat-3R, Measat-1",0,,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,1/14/1996,11:10:00,Delta II 7925,Koreasat-2,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,1/16/1996,15:33:00,Cosmos-3M (11K65M),Cosmos 2327,0,,1
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,2/1/1996,1:15:00,Atlas IIAS,Palapa C1,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,2/5/1996,7:19:00,Ariane 44P,N-Star B,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,2/14/1996,19:01:00,Long March 3B,Intelsat 708,0,,2
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,2/17/1996,20:43:00,Delta II 7925-8,NEAR,0,,1
VKS RF,Site 32/1,Plesetsk Cosmodrome,,Russia,2/19/1996,0:58:00,Tsyklon-3,Cosmos 2328 to 2330 & Gonets 1 to 3,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,2/22/1996,20:18:00,Space Shuttle Columbia,STS-75,0,450,1
Boeing,SLC-2W,Vandenberg AFB,California,USA,2/24/1996,11:24:00,Delta II 7925-10,Polar,0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,3/9/1996,1:53:00,Pegasus XL,REX II,1,40,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,3/14/1996,7:11:00,Ariane 44LP,Intelsat 707,0,,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,3/21/1996,4:53:00,PSLV-G,IRS-P3,0,25,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,3/22/1996,8:13:00,Space Shuttle Atlantis,STS-76,0,450,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,3/28/1996,0:21:00,Delta II 7925,USA-117 (GPS IIA-16),0,,1
ILS,SLC-36A,Cape Canaveral AFS,Florida,USA,4/3/1996,23:01:00,Atlas IIA,Inmarsat 3-F1,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,4/20/1996,22:36:00,Ariane 42P,M-SAT-1,0,,1
Boeing,SLC-2W,Vandenberg AFB,California,USA,4/24/1996,12:27:00,Delta II 7920-10,MSX,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,4/24/1996,13:00:00,Cosmos-3M (11K65M),Cosmos 2265,0,,1
Lockheed,SLC-41,Cape Canaveral AFS,Florida,USA,4/24/1996,23:37:00,Titan IV(401)A,Mercury,0,,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,4/30/1996,4:31:00,Atlas I,BeppoSAX,0,,1
Lockheed,SLC-4E,Vandenberg AFB,California,USA,5/12/1996,21:32:00,Titan IV(403)A,"SLDCOM, NOSS 3x, TiPS 2x",0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,5/16/1996,1:56:00,Ariane 44L,"Palapa C2, AMOS-1",0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,5/17/1996,2:44:00,Pegasus,MSTI-3,0,40,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,5/19/1996,10:30:00,Space Shuttle Endeavour,STS-77,0,450,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,5/24/1996,1:10:00,Delta II 7925,Galaxy 9,0,,1
ESA,ELA-3,Guiana Space Centre,French Guiana,France,6/4/1996,12:34:00,Ariane 5 G,Cluster,0,,2
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,6/15/1996,6:55:00,Ariane 44P,Intelsat 709,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,6/20/1996,14:49:00,Space Shuttle Columbia,STS-78,0,450,1
Northrop,Stargazer,Vandenberg AFB,California,USA,7/2/1996,7:48:00,Pegasus XL,TOMS,1,40,1
Lockheed,SLC-40,Cape Canaveral AFS,Florida,USA,7/3/1996,0:31:00,Titan IV(405)A,SDS,0,,1
CASC,LC-3,Xichang Satellite Launch Center,,China,7/3/1996,10:47:00,Long March 3,Apstar 1A,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,7/9/1996,22:24:00,Ariane 44L,"Arabsat-2A, Turksat 1C",0,,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,7/16/1996,0:50:00,Delta II 7925,USA-126 (GPS IIA-17),0,,1
Lockheed,SLC-36A,Cape Canaveral AFS,Florida,USA,7/25/1996,12:42:00,Atlas II,UHF F7,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,8/8/1996,22:49:00,Ariane 44L,"Italsat F2, Telecom 2D",0,,1
VKS RF,Site 43/3,Plesetsk Cosmodrome,,Russia,8/14/1996,22:21:00,Molniya-M /Block ML,Molniya-1T n­164,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,8/17/1996,1:53:00,H-II (2 SSB),Fuji 2 & Midori,0,,1
CASC,LC-3,Xichang Satellite Launch Center,,China,8/18/1996,10:27:00,Long March 3,Chinasat-7,0,,3
Northrop,Stargazer,Vandenberg AFB,California,USA,8/21/1996,9:47:00,Pegasus XL,FAST,1,40,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,8/29/1996,5:22:00,Molniya-M /Block SO-L,"Interbol 2, Magion5 & Victor",0,,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,9/4/1996,9:01:00,Zenit-2,Cosmos 2333,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,9/5/1996,12:47:00,Cosmos-3M (11K65M),Cosmos 2334 & UNAMSAT-B,0,,1
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,9/8/1996,21:49:00,Atlas IIA,GE-1,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,9/11/1996,0:00:00,Ariane 42P,Echostar-2,0,,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,9/12/1996,8:49:00,Delta II 7925,USA-128 (GPS IIA-18),0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,9/16/1996,8:54:00,Space Shuttle Atlantis,STS-79,0,450,1
CASC,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China,10/20/1996,7:20:00,Long March 2D,FSW-2 No.3,1,29.75,1
VKS RF,Site 43/4,Plesetsk Cosmodrome,,Russia,10/24/1996,11:37:00,Molniya-M /Block ML,Molniya-3 n­165,0,,1
Northrop,Stargazer,Vandenberg AFB,California,USA,11/4/1996,17:08:00,Pegasus XL,HETE & SAC-B,1,40,2
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,11/7/1996,17:00:00,Delta II 7925,Mars Global Surveyor,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,11/13/1996,22:40:00,Ariane 44L,"Arabsat-2B, Measat-2",0,,1
ILS,SLC-36A,Cape Canaveral AFS,Florida,USA,11/21/1996,20:47:00,Atlas IIA,Hot Bird 2,0,,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,12/4/1996,6:58:00,Delta II 7925,Mars Pathfinder,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,12/7/1996,11:49:00,Space Shuttle Columbia,STS-80,0,450,1
VKS RF,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,12/11/1996,12:00:00,Tsyklon-2,Cosmos 2335,0,,1
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,12/18/1996,1:57:00,Atlas IIA,Inmarsat 3-F3,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,12/20/1996,6:43:00,Cosmos-3M (11K65M),Cosmos 2336,0,,1
Lockheed,SLC-4E,Vandenberg AFB,California,USA,12/20/1996,18:04:00,Titan IV(404)A,NROL-2 (KH-11 Kennen),0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,1/12/1997,9:27:00,Space Shuttle Atlantis,STS-81,0,450,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,1/17/1997,16:28:00,Delta II 7925,GPS IIR-1,0,,2
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,1/30/1997,22:04:00,Ariane 44L,"GE-2, Nahuel 1A",0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,2/11/1997,8:55:00,Space Shuttle Discovery,STS-82,0,450,1
ISAS,Mu Pad,Uchinoura Space Center,,Japan,2/12/1997,4:50:00,Mu-V / M-24,Muses B,0,,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,2/14/1997,3:47:00,Tsyklon-3,Cosmos 2337 to 2339 & Gonets 4 to 6,0,,1
ILS,SLC-36B,Cape Canaveral AFS,Florida,USA,2/17/1997,1:42:00,Atlas IIAS,JCSAT-4,0,,1
Lockheed,SLC-40,Cape Canaveral AFS,Florida,USA,2/23/1997,20:20:00,Titan IV(402)B,DSP,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,3/1/1997,1:07:00,Ariane 44P,Intelsat 801,0,,1
MITT,,Svobodny Cosmodrome,,Russia,3/4/1997,2:00:00,Start-1,Zeya,1,,1
ILS,SLC-36A,Cape Canaveral AFS,Florida,USA,3/8/1997,6:01:00,Atlas IIA,Tempo 2,0,,1
Lockheed,SLC-4W,Vandenberg AFB,California,USA,4/4/1997,16:47:00,Titan II(23)G,USA-131,0,35,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,4/4/1997,19:20:00,Space Shuttle Columbia,STS-83,0,450,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,4/16/1997,23:08:00,Ariane 44LP,"Thaicom 3, BSAT 1a",0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,4/17/1997,13:03:00,Cosmos-3M (11K65M),Cosmos 2341,0,,1
Northrop,Stargazer,Base Aerea de Gando,,Gran Canaria,4/21/1997,11:59:00,Pegasus XL,MiniSat & Celestis space burial,1,40,1
Lockheed,SLC-36B,Cape Canaveral AFS,Florida,USA,4/25/1997,5:49:00,Atlas I,GOES-K,0,,1
Boeing,SLC-2W,Vandenberg AFB,California,USA,5/5/1997,14:55:00,Delta II 7920-10C,MS-1,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,5/11/1997,16:17:00,Long March 3A,ChinaSat 6,1,69.7,1
VKS RF,Site 43/4,Plesetsk Cosmodrome,,Russia,5/14/1997,0:33:00,Molniya-M /Block 2BL,Cosmos 2342,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,5/15/1997,8:07:00,Space Shuttle Atlantis,STS-84,0,450,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,5/20/1997,7:07:00,Zenit-2,Tselina-2 n­19,0,,2
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,5/20/1997,22:39:00,Delta II 7925,Telenor Thor II,0,,1
Arianespace,ELA-2,Guiana Space Centre,French Guiana,France,6/3/1997,23:20:00,Ariane 44L,"Inmarsat 3 F4, Insat 2D",0,,1
